,A,B,C,D,E,F,G,H,J,K,Frequency,Data Accuracy,Technical Maturity,Setup time,Safety,Human Judgement,Cost_norm,Cost,Utility
54,A1,B2,C2,D2,E3,F1,G4,H1,J3,K4,0.85,0.75,0.43,0.37,0.96,0.5,0.26,790000.0,0.5
55,A1,B2,C2,D3,E3,F1,G1,H1,J3,K1,0.85,0.75,0.67,0.31,0.6,0.5,0.28,795000.0,0.44
56,A1,B2,C2,D3,E3,F1,G1,H1,J3,K2,0.85,0.75,0.67,0.39,0.6,0.5,0.28,795000.0,0.49
57,A1,B2,C2,D3,E3,F1,G1,H1,J3,K3,0.85,0.75,0.67,0.45,0.24,1.0,0.36,2285000.0,0.52
58,A1,B2,C2,D3,E3,F1,G1,H1,J3,K4,0.85,0.75,0.67,0.25,0.96,0.5,0.26,790000.0,0.43
59,A1,B2,C2,D3,E3,F1,G2,H1,J3,K1,0.85,0.75,0.4,0.41,0.6,0.5,0.26,695000.0,0.49
60,A1,B2,C2,D3,E3,F1,G2,H1,J3,K2,0.85,0.75,0.4,0.49,0.6,0.5,0.26,695000.0,0.54
61,A1,B2,C2,D3,E3,F1,G2,H1,J3,K3,0.85,0.75,0.4,0.55,0.24,1.0,0.34,2185000.0,0.57
62,A1,B2,C2,D3,E3,F1,G2,H1,J3,K4,0.85,0.75,0.4,0.35,0.96,0.5,0.24,690000.0,0.49
63,A1,B2,C2,D3,E3,F1,G3,H1,J3,K1,0.85,0.75,0.53,0.35,0.6,0.5,0.26,695000.0,0.46
64,A1,B2,C2,D3,E3,F1,G3,H1,J3,K2,0.85,0.75,0.53,0.43,0.6,0.5,0.26,695000.0,0.51
65,A1,B2,C2,D3,E3,F1,G3,H1,J3,K3,0.85,0.75,0.53,0.49,0.24,1.0,0.34,2185000.0,0.54
66,A1,B2,C2,D3,E3,F1,G3,H1,J3,K4,0.85,0.75,0.53,0.29,0.96,0.5,0.24,690000.0,0.45
67,A1,B2,C2,D3,E3,F1,G4,H1,J3,K1,0.85,0.75,0.33,0.51,0.6,0.5,0.22,650000.0,0.55
68,A1,B2,C2,D3,E3,F1,G4,H1,J3,K2,0.85,0.75,0.33,0.59,0.6,0.5,0.22,650000.0,0.6
69,A1,B2,C2,D3,E3,F1,G4,H1,J3,K3,0.85,0.75,0.33,0.65,0.24,1.0,0.3,2140000.0,0.63
70,A1,B2,C2,D3,E3,F1,G4,H1,J3,K4,0.85,0.75,0.33,0.45,0.96,0.5,0.2,645000.0,0.55
71,A1,B3,C2,D2,E3,F1,G1,H1,J3,K1,0.85,0.57,0.63,0.31,0.6,0.5,0.28,450000.0,0.42
72,A1,B3,C2,D2,E3,F1,G1,H1,J3,K2,0.85,0.57,0.63,0.39,0.6,0.5,0.28,450000.0,0.47
73,A1,B3,C2,D2,E3,F1,G1,H1,J3,K3,0.85,0.57,0.63,0.45,0.24,1.0,0.36,1940000.0,0.5
74,A1,B3,C2,D2,E3,F1,G1,H1,J3,K4,0.85,0.57,0.63,0.25,0.96,0.5,0.26,445000.0,0.41
75,A1,B3,C2,D2,E3,F1,G2,H1,J3,K1,0.85,0.57,0.37,0.41,0.6,0.5,0.26,350000.0,0.47
76,A1,B3,C2,D2,E3,F1,G2,H1,J3,K2,0.85,0.57,0.37,0.49,0.6,0.5,0.26,350000.0,0.52
77,A1,B3,C2,D2,E3,F1,G2,H1,J3,K3,0.85,0.57,0.37,0.55,0.24,1.0,0.34,1840000.0,0.55
78,A1,B3,C2,D2,E3,F1,G2,H1,J3,K4,0.85,0.57,0.37,0.35,0.96,0.5,0.24,345000.0,0.47
79,A1,B3,C2,D2,E3,F1,G3,H1,J3,K1,0.85,0.57,0.5,0.35,0.6,0.5,0.26,350000.0,0.44
80,A1,B3,C2,D2,E3,F1,G3,H1,J3,K2,0.85,0.57,0.5,0.43,0.6,0.5,0.26,350000.0,0.49
81,A1,B3,C2,D2,E3,F1,G3,H1,J3,K3,0.85,0.57,0.5,0.49,0.24,1.0,0.34,1840000.0,0.52
82,A1,B3,C2,D2,E3,F1,G3,H1,J3,K4,0.85,0.57,0.5,0.29,0.96,0.5,0.24,345000.0,0.43
83,A1,B3,C2,D2,E3,F1,G4,H1,J3,K1,0.85,0.57,0.3,0.51,0.6,0.5,0.22,305000.0,0.53
84,A1,B3,C2,D2,E3,F1,G4,H1,J3,K2,0.85,0.57,0.3,0.59,0.6,0.5,0.22,305000.0,0.58
85,A1,B3,C2,D2,E3,F1,G4,H1,J3,K3,0.85,0.57,0.3,0.65,0.24,1.0,0.3,1795000.0,0.61
86,A1,B3,C2,D2,E3,F1,G4,H1,J3,K4,0.85,0.57,0.3,0.45,0.96,0.5,0.2,300000.0,0.53
87,A1,B3,C2,D3,E3,F1,G1,H1,J3,K1,0.85,0.57,0.53,0.39,0.6,0.5,0.22,305000.0,0.46
88,A1,B3,C2,D3,E3,F1,G1,H1,J3,K2,0.85,0.57,0.53,0.47,0.6,0.5,0.22,305000.0,0.52
89,A1,B3,C2,D3,E3,F1,G1,H1,J3,K3,0.85,0.57,0.53,0.53,0.24,1.0,0.3,1795000.0,0.54
90,A1,B3,C2,D3,E3,F1,G1,H1,J3,K4,0.85,0.57,0.53,0.33,0.96,0.5,0.2,300000.0,0.46
91,A1,B3,C2,D3,E3,F1,G2,H1,J3,K1,0.85,0.57,0.27,0.49,0.6,0.5,0.2,205000.0,0.52
92,A1,B3,C2,D3,E3,F1,G2,H1,J3,K2,0.85,0.57,0.27,0.57,0.6,0.5,0.2,205000.0,0.57
93,A1,B3,C2,D3,E3,F1,G2,H1,J3,K3,0.85,0.57,0.27,0.63,0.24,1.0,0.28,1695000.0,0.6
94,A1,B3,C2,D3,E3,F1,G2,H1,J3,K4,0.85,0.57,0.27,0.43,0.96,0.5,0.18,200000.0,0.51
95,A1,B3,C2,D3,E3,F1,G3,H1,J3,K1,0.85,0.57,0.4,0.43,0.6,0.5,0.2,205000.0,0.48
96,A1,B3,C2,D3,E3,F1,G3,H1,J3,K2,0.85,0.57,0.4,0.51,0.6,0.5,0.2,205000.0,0.54
97,A1,B3,C2,D3,E3,F1,G3,H1,J3,K3,0.85,0.57,0.4,0.57,0.24,1.0,0.28,1695000.0,0.56
98,A1,B3,C2,D3,E3,F1,G3,H1,J3,K4,0.85,0.57,0.4,0.37,0.96,0.5,0.18,200000.0,0.48
99,A1,B3,C2,D3,E3,F1,G4,H1,J3,K1,0.85,0.57,0.2,0.59,0.6,0.5,0.16,160000.0,0.58
100,A1,B3,C2,D3,E3,F1,G4,H1,J3,K2,0.85,0.57,0.2,0.67,0.6,0.5,0.16,160000.0,0.63
101,A1,B3,C2,D3,E3,F1,G4,H1,J3,K3,0.85,0.57,0.2,0.73,0.24,1.0,0.24,1650000.0,0.66
102,A1,B3,C2,D3,E3,F1,G4,H1,J3,K4,0.85,0.57,0.2,0.53,0.96,0.5,0.14,155000.0,0.58
103,A1,B4,C2,D2,E3,F1,G1,H1,J3,K1,0.85,0.5,0.6,0.33,0.6,0.5,0.26,445000.0,0.42
104,A1,B4,C2,D2,E3,F1,G1,H1,J3,K2,0.85,0.5,0.6,0.41,0.6,0.5,0.26,445000.0,0.47
105,A1,B4,C2,D2,E3,F1,G1,H1,J3,K3,0.85,0.5,0.6,0.47,0.24,1.0,0.34,1935000.0,0.5
106,A1,B4,C2,D2,E3,F1,G1,H1,J3,K4,0.85,0.5,0.6,0.27,0.96,0.5,0.24,440000.0,0.42
107,A1,B4,C2,D2,E3,F1,G2,H1,J3,K1,0.85,0.5,0.33,0.43,0.6,0.5,0.24,345000.0,0.47
108,A1,B4,C2,D2,E3,F1,G2,H1,J3,K2,0.85,0.5,0.33,0.51,0.6,0.5,0.24,345000.0,0.53
109,A1,B4,C2,D2,E3,F1,G2,H1,J3,K3,0.85,0.5,0.33,0.57,0.24,1.0,0.32,1835000.0,0.55
110,A1,B4,C2,D2,E3,F1,G2,H1,J3,K4,0.85,0.5,0.33,0.37,0.96,0.5,0.22,340000.0,0.47
111,A1,B4,C2,D2,E3,F1,G3,H1,J3,K1,0.85,0.5,0.47,0.37,0.6,0.5,0.24,345000.0,0.44
112,A1,B4,C2,D2,E3,F1,G3,H1,J3,K2,0.85,0.5,0.47,0.45,0.6,0.5,0.24,345000.0,0.49
113,A1,B4,C2,D2,E3,F1,G3,H1,J3,K3,0.85,0.5,0.47,0.51,0.24,1.0,0.32,1835000.0,0.52
114,A1,B4,C2,D2,E3,F1,G3,H1,J3,K4,0.85,0.5,0.47,0.31,0.96,0.5,0.22,340000.0,0.44
115,A1,B4,C2,D2,E3,F1,G4,H1,J3,K1,0.85,0.5,0.27,0.53,0.6,0.5,0.2,300000.0,0.54
116,A1,B4,C2,D2,E3,F1,G4,H1,J3,K2,0.85,0.5,0.27,0.61,0.6,0.5,0.2,300000.0,0.59
117,A1,B4,C2,D2,E3,F1,G4,H1,J3,K3,0.85,0.5,0.27,0.67,0.24,1.0,0.28,1790000.0,0.62
118,A1,B4,C2,D2,E3,F1,G4,H1,J3,K4,0.85,0.5,0.27,0.47,0.96,0.5,0.18,295000.0,0.53
119,A1,B4,C2,D3,E3,F1,G1,H1,J3,K1,0.85,0.5,0.5,0.41,0.6,0.5,0.2,300000.0,0.47
120,A1,B4,C2,D3,E3,F1,G1,H1,J3,K2,0.85,0.5,0.5,0.49,0.6,0.5,0.2,300000.0,0.52
121,A1,B4,C2,D3,E3,F1,G1,H1,J3,K3,0.85,0.5,0.5,0.55,0.24,1.0,0.28,1790000.0,0.55
122,A1,B4,C2,D3,E3,F1,G1,H1,J3,K4,0.85,0.5,0.5,0.35,0.96,0.5,0.18,295000.0,0.47
123,A1,B4,C2,D3,E3,F1,G2,H1,J3,K1,0.85,0.5,0.23,0.51,0.6,0.5,0.18,200000.0,0.52
124,A1,B4,C2,D3,E3,F1,G2,H1,J3,K2,0.85,0.5,0.23,0.59,0.6,0.5,0.18,200000.0,0.57
125,A1,B4,C2,D3,E3,F1,G2,H1,J3,K3,0.85,0.5,0.23,0.65,0.24,1.0,0.26,1690000.0,0.6
126,A1,B4,C2,D3,E3,F1,G2,H1,J3,K4,0.85,0.5,0.23,0.45,0.96,0.5,0.16,195000.0,0.52
127,A1,B4,C2,D3,E3,F1,G3,H1,J3,K1,0.85,0.5,0.37,0.45,0.6,0.5,0.18,200000.0,0.49
128,A1,B4,C2,D3,E3,F1,G3,H1,J3,K2,0.85,0.5,0.37,0.53,0.6,0.5,0.18,200000.0,0.54
129,A1,B4,C2,D3,E3,F1,G3,H1,J3,K3,0.85,0.5,0.37,0.59,0.24,1.0,0.26,1690000.0,0.57
130,A1,B4,C2,D3,E3,F1,G3,H1,J3,K4,0.85,0.5,0.37,0.39,0.96,0.5,0.16,195000.0,0.49
131,A1,B4,C2,D3,E3,F1,G4,H1,J3,K1,0.85,0.5,0.17,0.61,0.6,0.5,0.14,155000.0,0.58
132,A1,B4,C2,D3,E3,F1,G4,H1,J3,K2,0.85,0.5,0.17,0.69,0.6,0.5,0.14,155000.0,0.63
133,A1,B4,C2,D3,E3,F1,G4,H1,J3,K3,0.85,0.5,0.17,0.75,0.24,1.0,0.22,1645000.0,0.66
134,A1,B4,C2,D3,E3,F1,G4,H1,J3,K4,0.85,0.5,0.17,0.55,0.96,0.5,0.12,150000.0,0.58
135,A2,B1,C2,D2,E3,F1,G1,H1,J3,K1,0.5,0.92,0.6,0.38,0.54,0.0,0.26,445000.0,0.45
136,A2,B1,C2,D2,E3,F1,G1,H1,J3,K2,0.5,0.92,0.6,0.46,0.54,0.0,0.26,445000.0,0.5
137,A2,B1,C2,D2,E3,F1,G1,H1,J3,K3,0.5,0.92,0.6,0.52,0.19,0.5,0.34,1935000.0,0.53
138,A2,B1,C2,D2,E3,F1,G1,H1,J3,K4,0.5,0.92,0.6,0.32,0.9,0.0,0.24,440000.0,0.45
139,A2,B1,C2,D2,E3,F1,G2,H1,J3,K1,0.5,0.92,0.33,0.48,0.54,0.0,0.24,345000.0,0.5
140,A2,B1,C2,D2,E3,F1,G2,H1,J3,K2,0.5,0.92,0.33,0.56,0.54,0.0,0.24,345000.0,0.55
141,A2,B1,C2,D2,E3,F1,G2,H1,J3,K3,0.5,0.92,0.33,0.62,0.19,0.5,0.32,1835000.0,0.58
142,A2,B1,C2,D2,E3,F1,G2,H1,J3,K4,0.5,0.92,0.33,0.42,0.9,0.0,0.22,340000.0,0.5
143,A2,B1,C2,D2,E3,F1,G3,H1,J3,K1,0.5,0.92,0.47,0.42,0.54,0.0,0.24,345000.0,0.47
144,A2,B1,C2,D2,E3,F1,G3,H1,J3,K2,0.5,0.92,0.47,0.5,0.54,0.0,0.24,345000.0,0.52
145,A2,B1,C2,D2,E3,F1,G3,H1,J3,K3,0.5,0.92,0.47,0.56,0.19,0.5,0.32,1835000.0,0.55
146,A2,B1,C2,D2,E3,F1,G3,H1,J3,K4,0.5,0.92,0.47,0.36,0.9,0.0,0.22,340000.0,0.46
147,A2,B1,C2,D2,E3,F1,G4,H1,J3,K1,0.5,0.92,0.27,0.58,0.54,0.0,0.2,300000.0,0.56
148,A2,B1,C2,D2,E3,F1,G4,H1,J3,K2,0.5,0.92,0.27,0.66,0.54,0.0,0.2,300000.0,0.61
149,A2,B1,C2,D2,E3,F1,G4,H1,J3,K3,0.5,0.92,0.27,0.72,0.19,0.5,0.28,1790000.0,0.64
150,A2,B1,C2,D2,E3,F1,G4,H1,J3,K4,0.5,0.92,0.27,0.52,0.9,0.0,0.18,295000.0,0.56
151,A2,B1,C2,D3,E3,F1,G1,H1,J3,K1,0.5,0.92,0.5,0.46,0.54,0.0,0.2,300000.0,0.5
152,A2,B1,C2,D3,E3,F1,G1,H1,J3,K2,0.5,0.92,0.5,0.54,0.54,0.0,0.2,300000.0,0.55
153,A2,B1,C2,D3,E3,F1,G1,H1,J3,K3,0.5,0.92,0.5,0.6,0.19,0.5,0.28,1790000.0,0.58
154,A2,B1,C2,D3,E3,F1,G1,H1,J3,K4,0.5,0.92,0.5,0.4,0.9,0.0,0.18,295000.0,0.49
155,A2,B1,C2,D3,E3,F1,G2,H1,J3,K1,0.5,0.92,0.23,0.56,0.54,0.0,0.18,200000.0,0.55
156,A2,B1,C2,D3,E3,F1,G2,H1,J3,K2,0.5,0.92,0.23,0.64,0.54,0.0,0.18,200000.0,0.6
157,A2,B1,C2,D3,E3,F1,G2,H1,J3,K3,0.5,0.92,0.23,0.7,0.19,0.5,0.26,1690000.0,0.63
158,A2,B1,C2,D3,E3,F1,G2,H1,J3,K4,0.5,0.92,0.23,0.5,0.9,0.0,0.16,195000.0,0.54
159,A2,B1,C2,D3,E3,F1,G3,H1,J3,K1,0.5,0.92,0.37,0.5,0.54,0.0,0.18,200000.0,0.51
160,A2,B1,C2,D3,E3,F1,G3,H1,J3,K2,0.5,0.92,0.37,0.58,0.54,0.0,0.18,200000.0,0.57
161,A2,B1,C2,D3,E3,F1,G3,H1,J3,K3,0.5,0.92,0.37,0.64,0.19,0.5,0.26,1690000.0,0.6
162,A2,B1,C2,D3,E3,F1,G3,H1,J3,K4,0.5,0.92,0.37,0.44,0.9,0.0,0.16,195000.0,0.51
163,A2,B1,C2,D3,E3,F1,G4,H1,J3,K1,0.5,0.92,0.17,0.66,0.54,0.0,0.14,155000.0,0.61
164,A2,B1,C2,D3,E3,F1,G4,H1,J3,K2,0.5,0.92,0.17,0.74,0.54,0.0,0.14,155000.0,0.66
165,A2,B1,C2,D3,E3,F1,G4,H1,J3,K3,0.5,0.92,0.17,0.8,0.19,0.5,0.22,1645000.0,0.69
166,A2,B1,C2,D3,E3,F1,G4,H1,J3,K4,0.5,0.92,0.17,0.6,0.9,0.0,0.12,150000.0,0.61
167,A2,B2,C2,D2,E3,F1,G1,H1,J3,K1,0.5,0.92,0.63,0.33,0.54,0.0,0.3,895000.0,0.42
168,A2,B2,C2,D2,E3,F1,G1,H1,J3,K2,0.5,0.92,0.63,0.41,0.54,0.0,0.3,895000.0,0.47
169,A2,B2,C2,D2,E3,F1,G1,H1,J3,K3,0.5,0.92,0.63,0.47,0.19,0.5,0.38,2385000.0,0.5
170,A2,B2,C2,D2,E3,F1,G1,H1,J3,K4,0.5,0.92,0.63,0.27,0.9,0.0,0.28,890000.0,0.41
171,A2,B2,C2,D2,E3,F1,G2,H1,J3,K1,0.5,0.92,0.37,0.43,0.54,0.0,0.28,795000.0,0.47
172,A2,B2,C2,D2,E3,F1,G2,H1,J3,K2,0.5,0.92,0.37,0.51,0.54,0.0,0.28,795000.0,0.52
173,A2,B2,C2,D2,E3,F1,G2,H1,J3,K3,0.5,0.92,0.37,0.57,0.19,0.5,0.36,2285000.0,0.55
174,A2,B2,C2,D2,E3,F1,G2,H1,J3,K4,0.5,0.92,0.37,0.37,0.9,0.0,0.26,790000.0,0.47
175,A2,B2,C2,D2,E3,F1,G3,H1,J3,K1,0.5,0.92,0.5,0.37,0.54,0.0,0.28,795000.0,0.44
176,A2,B2,C2,D2,E3,F1,G3,H1,J3,K2,0.5,0.92,0.5,0.45,0.54,0.0,0.28,795000.0,0.49
177,A2,B2,C2,D2,E3,F1,G3,H1,J3,K3,0.5,0.92,0.5,0.51,0.19,0.5,0.36,2285000.0,0.52
178,A2,B2,C2,D2,E3,F1,G3,H1,J3,K4,0.5,0.92,0.5,0.31,0.9,0.0,0.26,790000.0,0.43
179,A2,B2,C2,D2,E3,F1,G4,H1,J3,K1,0.5,0.92,0.3,0.53,0.54,0.0,0.24,750000.0,0.53
180,A2,B2,C2,D2,E3,F1,G4,H1,J3,K2,0.5,0.92,0.3,0.61,0.54,0.0,0.24,750000.0,0.58
181,A2,B2,C2,D2,E3,F1,G4,H1,J3,K3,0.5,0.92,0.3,0.67,0.19,0.5,0.32,2240000.0,0.61
182,A2,B2,C2,D2,E3,F1,G4,H1,J3,K4,0.5,0.92,0.3,0.47,0.9,0.0,0.22,745000.0,0.53
183,A2,B2,C2,D3,E3,F1,G1,H1,J3,K1,0.5,0.92,0.53,0.41,0.54,0.0,0.24,750000.0,0.46
184,A2,B2,C2,D3,E3,F1,G1,H1,J3,K2,0.5,0.92,0.53,0.49,0.54,0.0,0.24,750000.0,0.52
185,A2,B2,C2,D3,E3,F1,G1,H1,J3,K3,0.5,0.92,0.53,0.55,0.19,0.5,0.32,2240000.0,0.55
186,A2,B2,C2,D3,E3,F1,G1,H1,J3,K4,0.5,0.92,0.53,0.35,0.9,0.0,0.22,745000.0,0.46
187,A2,B2,C2,D3,E3,F1,G2,H1,J3,K1,0.5,0.92,0.27,0.51,0.54,0.0,0.22,650000.0,0.52
188,A2,B2,C2,D3,E3,F1,G2,H1,J3,K2,0.5,0.92,0.27,0.59,0.54,0.0,0.22,650000.0,0.57
189,A2,B2,C2,D3,E3,F1,G2,H1,J3,K3,0.5,0.92,0.27,0.65,0.19,0.5,0.3,2140000.0,0.6
190,A2,B2,C2,D3,E3,F1,G2,H1,J3,K4,0.5,0.92,0.27,0.45,0.9,0.0,0.2,645000.0,0.51
191,A2,B2,C2,D3,E3,F1,G3,H1,J3,K1,0.5,0.92,0.4,0.45,0.54,0.0,0.22,650000.0,0.48
192,A2,B2,C2,D3,E3,F1,G3,H1,J3,K2,0.5,0.92,0.4,0.53,0.54,0.0,0.22,650000.0,0.54
193,A2,B2,C2,D3,E3,F1,G3,H1,J3,K3,0.5,0.92,0.4,0.59,0.19,0.5,0.3,2140000.0,0.56
194,A2,B2,C2,D3,E3,F1,G3,H1,J3,K4,0.5,0.92,0.4,0.39,0.9,0.0,0.2,645000.0,0.48
195,A2,B2,C2,D3,E3,F1,G4,H1,J3,K1,0.5,0.92,0.2,0.61,0.54,0.0,0.18,605000.0,0.58
196,A2,B2,C2,D3,E3,F1,G4,H1,J3,K2,0.5,0.92,0.2,0.69,0.54,0.0,0.18,605000.0,0.63
197,A2,B2,C2,D3,E3,F1,G4,H1,J3,K3,0.5,0.92,0.2,0.75,0.19,0.5,0.26,2095000.0,0.66
198,A2,B2,C2,D3,E3,F1,G4,H1,J3,K4,0.5,0.92,0.2,0.55,0.9,0.0,0.16,600000.0,0.57
199,A2,B3,C2,D2,E3,F1,G1,H1,J3,K1,0.5,0.75,0.5,0.41,0.54,0.0,0.24,405000.0,0.45
