P1,C4,G1,M2,A4
P1,C4,G1,M2,A5
P1,C4,G1,M3,A3
P1,C4,G1,M3,A4
P1,C4,G1,M3,A5
P1,C4,G1,M4,A3
P1,C4,G1,M4,A4
P1,C4,G1,M4,A5
P1,C4,G2,M1,A3
P1,C4,G2,M1,A4
P1,C4,G2,M1,A5
P1,C4,G2,M2,A3
P1,C4,G2,M2,A4
P1,C4,G2,M2,A5
P1,C4,G2,M3,A3
P1,C4,G2,M3,A4
P1,C4,G2,M3,A5
P1,C4,G2,M4,A3
P1,C4,G2,M4,A4
P1,C4,G2,M4,A5
P1,C4,G3,M1,A3
P1,C4,G3,M1,A4
P1,C4,G3,M1,A5
P1,C4,G3,M2,A3
P1,C4,G3,M2,A4
P1,C4,G3,M2,A5
P1,C4,G3,M3,A3
P1,C4,G3,M3,A4
P1,C4,G3,M3,A5
P1,C4,G3,M4,A3
P1,C4,G3,M4,A4
P1,C4,G3,M4,A5
P1,C5,G1,M1,A3
P1,C5,G1,M1,A4
P1,C5,G1,M1,A5
P1,C5,G1,M2,A3
P1,C5,G1,M2,A4
P1,C5,G1,M2,A5
P1,C5,G1,M3,A3
P1,C5,G1,M3,A4
P1,C5,G1,M3,A5
P1,C5,G1,M4,A3
P1,C5,G1,M4,A4
P1,C5,G1,M4,A5
P1,C5,G2,M1,A3
P1,C5,G2,M1,A4
P1,C5,G2,M1,A5
P1,C5,G2,M2,A3
P1,C5,G2,M2,A4
P1,C5,G2,M2,A5
P1,C5,G2,M3,A3
P1,C5,G2,M3,A4
P1,C5,G2,M3,A5
P1,C5,G2,M4,A3
P1,C5,G2,M4,A4
P1,C5,G2,M4,A5
P1,C5,G3,M1,A3
P1,C5,G3,M1,A4
P1,C5,G3,M1,A5
P1,C5,G3,M2,A3
P1,C5,G3,M2,A4
P1,C5,G3,M2,A5
P1,C5,G3,M3,A3
P1,C5,G3,M3,A4
P1,C5,G3,M3,A5
P1,C5,G3,M4,A3
P1,C5,G3,M4,A4
P1,C5,G3,M4,A5
P1,C6,G1,M1,A3
P1,C6,G1,M1,A4
P1,C6,G1,M1,A5
P1,C6,G1,M2,A3
P1,C6,G1,M2,A4
P1,C6,G1,M2,A5
P1,C6,G1,M3,A3
P1,C6,G1,M3,A4
P1,C6,G1,M3,A5
P1,C6,G1,M4,A3
P1,C6,G1,M4,A4
P1,C6,G1,M4,A5
P1,C6,G2,M1,A3
P1,C6,G2,M1,A4
P1,C6,G2,M1,A5
P1,C6,G2,M2,A3
P1,C6,G2,M2,A4
P1,C6,G2,M2,A5
P1,C6,G2,M3,A3
P1,C6,G2,M3,A4
P1,C6,G2,M3,A5
P1,C6,G2,M4,A3
P1,C6,G2,M4,A4
P1,C6,G2,M4,A5
P1,C6,G3,M1,A3
P1,C6,G3,M1,A4
P1,C6,G3,M1,A5
P1,C6,G3,M2,A3
P1,C6,G3,M2,A4
P1,C6,G3,M2,A5
P1,C6,G3,M3,A3
P1,C6,G3,M3,A4
P1,C6,G3,M3,A5
P1,C6,G3,M4,A3
P1,C6,G3,M4,A4
P1,C6,G3,M4,A5
P1,C7,G1,M1,A3
P1,C7,G1,M1,A4
P1,C7,G1,M1,A5
P1,C7,G1,M2,A3
P1,C7,G1,M2,A4
P1,C7,G1,M2,A5
P1,C7,G1,M3,A3
P1,C7,G1,M3,A4
P1,C7,G1,M3,A5
P1,C7,G1,M4,A3
P1,C7,G1,M4,A4
P1,C7,G1,M4,A5
P1,C7,G2,M1,A3
P1,C7,G2,M1,A4
P1,C7,G2,M1,A5
P1,C7,G2,M2,A3
P1,C7,G2,M2,A4
P1,C7,G2,M2,A5
P1,C7,G2,M3,A3
P1,C7,G2,M3,A4
P1,C7,G2,M3,A5
P1,C7,G2,M4,A3
P1,C7,G2,M4,A4
P1,C7,G2,M4,A5
P1,C7,G3,M1,A3
P1,C7,G3,M1,A4
P1,C7,G3,M1,A5
P1,C7,G3,M2,A3
P1,C7,G3,M2,A4
P1,C7,G3,M2,A5
P1,C7,G3,M3,A3
P1,C7,G3,M3,A4
P1,C7,G3,M3,A5
P1,C7,G3,M4,A3
P1,C7,G3,M4,A4
P1,C7,G3,M4,A5
P1,C8,G1,M1,A3
P1,C8,G1,M1,A4
P1,C8,G1,M1,A5
P1,C8,G1,M2,A3
P1,C8,G1,M2,A4
P1,C8,G1,M2,A5
P1,C8,G1,M3,A3
P1,C8,G1,M3,A4
P1,C8,G1,M3,A5
P1,C8,G1,M4,A3
P1,C8,G1,M4,A4
P1,C8,G1,M4,A5
P1,C8,G2,M1,A3
P1,C8,G2,M1,A4
P1,C8,G2,M1,A5
P1,C8,G2,M2,A3
P1,C8,G2,M2,A4
P1,C8,G2,M2,A5
P1,C8,G2,M3,A3
P1,C8,G2,M3,A4
P1,C8,G2,M3,A5
P1,C8,G2,M4,A3
P1,C8,G2,M4,A4
P1,C8,G2,M4,A5
P1,C8,G3,M1,A3
P1,C8,G3,M1,A4
P1,C8,G3,M1,A5
P1,C8,G3,M2,A3
P1,C8,G3,M2,A4
P1,C8,G3,M2,A5
P1,C8,G3,M3,A3
P1,C8,G3,M3,A4
P1,C8,G3,M3,A5
P1,C8,G3,M4,A3
P1,C8,G3,M4,A4
P1,C8,G3,M4,A5
